9.264 17 IMU_ACCEL_RAW 30 220 126
9.267 17 IMU_GYRO_RAW -751 781 -635
9.270 17 IMU_MAG_RAW 416 -612 -237
9.302 17 IMU_ACCEL_RAW 44 215 114
9.305 17 IMU_GYRO_RAW -654 442 -671
9.307 17 IMU_MAG_RAW 413 -573 -252
9.315 17 BARO_RAW 1673172 0
9.319 17 ALIVE 213,34,114,54,190,159,111,64,67,117,177,207,172,80,223,208
9.339 17 DOWNLINK_STATUS 0 217 266235 14828 1 1288. 74. 53.48
9.363 17 IMU_ACCEL_RAW -8 191 125
9.366 17 IMU_GYRO_RAW -782 307 -592
9.370 17 IMU_MAG_RAW 426 -555 -255
9.403 17 IMU_ACCEL_RAW -36 181 163
9.406 17 IMU_GYRO_RAW -1013 577 -588
9.408 17 IMU_MAG_RAW 475 -538 -245
9.411 17 BARO_RAW 1673169 0
9.464 17 IMU_ACCEL_RAW -34 193 188
9.467 17 IMU_GYRO_RAW -793 448 -507
9.469 17 IMU_MAG_RAW 456 -483 -260
9.500 17 IMU_ACCEL_RAW -25 200 183
9.503 17 IMU_GYRO_RAW -631 293 -243
9.506 17 IMU_MAG_RAW 491 -486 -243
9.509 17 BARO_RAW 1673128 0
9.562 17 IMU_ACCEL_RAW -36 149 177
9.566 17 IMU_GYRO_RAW -806 99 -261
9.568 17 IMU_MAG_RAW 474 -453 -254
9.600 17 IMU_ACCEL_RAW -61 137 172
9.603 17 IMU_GYRO_RAW -1034 373 -330
9.606 17 IMU_MAG_RAW 484 -418 -248
9.609 17 BARO_RAW 1673141 0
9.611 17 DL_VALUE 29 10.
9.662 17 IMU_ACCEL_RAW -66 138 182
9.665 17 IMU_GYRO_RAW -888 653 -556
9.668 17 IMU_MAG_RAW 495 -388 -240
9.700 17 IMU_ACCEL_RAW -76 110 204
9.703 17 IMU_GYRO_RAW -923 717 -638
9.706 17 IMU_MAG_RAW 536 -379 -217
9.708 17 BARO_RAW 1673135 0
9.762 17 IMU_ACCEL_RAW -77 79 202
9.765 17 IMU_GYRO_RAW -1309 549 -724
9.768 17 IMU_MAG_RAW 518 -315 -217
9.800 17 IMU_ACCEL_RAW -81 69 216
9.803 17 IMU_GYRO_RAW -1489 504 -795
9.806 17 IMU_MAG_RAW 546 -298 -185
9.808 17 BARO_RAW 1673137 0
9.861 17 IMU_ACCEL_RAW -105 67 187
9.864 17 IMU_GYRO_RAW -1346 771 -887
9.868 17 IMU_MAG_RAW 512 -224 -178
9.899 17 IMU_ACCEL_RAW -124 28 210
9.902 17 IMU_GYRO_RAW -1413 569 -916
9.905 17 IMU_MAG_RAW 519 -179 -147
9.908 17 BARO_RAW 1673108 0
9.963 17 IMU_ACCEL_RAW -131 15 214
9.966 17 IMU_GYRO_RAW -973 418 -892
9.968 17 IMU_MAG_RAW 522 -156 -116
10.000 17 IMU_ACCEL_RAW -132 -1 216
10.003 17 IMU_GYRO_RAW -676 230 -766
10.006 17 IMU_MAG_RAW 529 -138 -95
10.009 17 BARO_RAW 1673120 0
10.061 17 IMU_ACCEL_RAW -145 -37 199
10.064 17 IMU_GYRO_RAW -616 112 -501
10.067 17 IMU_MAG_RAW 489 -99 -100
10.098 17 IMU_ACCEL_RAW -145 -54 188
10.101 17 IMU_GYRO_RAW -673 219 -565
10.105 17 IMU_MAG_RAW 469 -72 -76
10.107 17 BARO_RAW 1673122 0
10.109 17 DL_VALUE 30 3.
10.162 17 IMU_ACCEL_RAW -132 -49 183
10.165 17 IMU_GYRO_RAW -806 154 -398
10.168 17 IMU_MAG_RAW 463 -59 -59
10.199 17 IMU_ACCEL_RAW -126 -63 194
10.202 17 IMU_GYRO_RAW -851 -130 -440
10.206 17 IMU_MAG_RAW 446 -34 -46
10.207 17 BARO_RAW 1673128 0
10.260 17 IMU_ACCEL_RAW -139 -90 176
10.263 17 IMU_GYRO_RAW -698 -94 -402
10.265 17 IMU_MAG_RAW 461 -34 -28
10.298 17 IMU_ACCEL_RAW -128 -101 196
10.300 17 IMU_GYRO_RAW -647 -84 -308
10.303 17 IMU_MAG_RAW 462 -30 -11
10.305 17 BARO_RAW 1673124 0
10.340 17 DOWNLINK_STATUS 0 218 267477 14900 1 1242. 72. 53.48
10.358 17 IMU_ACCEL_RAW -125 -104 169
10.361 17 IMU_GYRO_RAW -418 -232 -324
10.365 17 IMU_MAG_RAW 417 -5 -7
10.397 17 IMU_ACCEL_RAW -126 -119 187
10.400 17 IMU_GYRO_RAW -361 -177 -348
10.404 17 IMU_MAG_RAW 444 -13 15
10.408 17 BARO_RAW 1673136 0
10.413 17 ROTORCRAFT_STATUS 0 0 2 0 0 1 0 0 0 0 101 89
10.464 17 IMU_ACCEL_RAW -141 -114 165
10.464 17 IMU_GYRO_RAW -334 151 -515
10.465 17 IMU_MAG_RAW 431 -7 18
10.499 17 IMU_ACCEL_RAW -117 -156 155
10.502 17 IMU_GYRO_RAW -795 -31 -726
10.504 17 IMU_MAG_RAW 414 7 32
10.506 17 BARO_RAW 1673129 0
10.558 17 IMU_ACCEL_RAW -99 -153 162
10.561 17 IMU_GYRO_RAW -891 -173 -729
10.565 17 IMU_MAG_RAW 351 43 49
10.596 17 IMU_ACCEL_RAW -98 -141 164
10.600 17 IMU_GYRO_RAW -664 -278 -625
10.602 17 IMU_MAG_RAW 365 40 66
10.604 17 BARO_RAW 1673129 0
10.606 17 DL_VALUE 31 1500.
10.657 17 IMU_ACCEL_RAW -92 -151 136
10.660 17 IMU_GYRO_RAW -464 -317 -351
10.663 17 IMU_MAG_RAW 309 68 71
10.697 17 IMU_ACCEL_RAW -112 -180 137
10.699 17 IMU_GYRO_RAW -642 68 -261
10.702 17 IMU_MAG_RAW 306 64 86
10.704 17 BARO_RAW 1673137 0
10.758 17 IMU_ACCEL_RAW -94 -175 132
10.761 17 IMU_GYRO_RAW -567 293 -221
10.764 17 IMU_MAG_RAW 309 66 101
10.795 17 IMU_ACCEL_RAW -80 -181 127
10.798 17 IMU_GYRO_RAW -680 287 -271
10.802 17 IMU_MAG_RAW 289 70 114
10.804 17 BARO_RAW 1673139 0
10.856 17 IMU_ACCEL_RAW -76 -188 118
10.860 17 IMU_GYRO_RAW -521 196 -148
10.863 17 IMU_MAG_RAW 313 61 145
10.895 17 IMU_ACCEL_RAW -84 -209 109
10.898 17 IMU_GYRO_RAW -498 243 96
10.901 17 IMU_MAG_RAW 296 74 141
10.903 17 BARO_RAW 1673139 0
10.963 17 IMU_ACCEL_RAW -74 -224 104
10.963 17 IMU_GYRO_RAW -768 254 194
10.963 17 IMU_MAG_RAW 279 72 153
10.995 17 IMU_ACCEL_RAW -81 -214 95
10.998 17 IMU_GYRO_RAW -744 194 259
11.001 17 IMU_MAG_RAW 317 43 198
11.003 17 BARO_RAW 1673144 0
11.057 17 IMU_ACCEL_RAW -89 -215 84
11.060 17 IMU_GYRO_RAW -821 164 211
11.064 17 IMU_MAG_RAW 295 54 203
11.094 17 IMU_ACCEL_RAW -104 -224 68
11.097 17 IMU_GYRO_RAW -1052 288 222
11.100 17 IMU_MAG_RAW 300 42 221
11.103 17 BARO_RAW 1673146 0
11.105 17 DL_VALUE 32 0.
11.156 17 IMU_ACCEL_RAW -108 -232 48
11.159 17 IMU_GYRO_RAW -1234 358 298
11.162 17 IMU_MAG_RAW 304 33 255
11.194 17 IMU_ACCEL_RAW -107 -241 32
11.197 17 IMU_GYRO_RAW -1377 357 396
11.200 17 IMU_MAG_RAW 317 4 281
11.202 17 BARO_RAW 1673147 0
11.256 17 IMU_ACCEL_RAW -115 -219 -1
11.259 17 IMU_GYRO_RAW -1247 271 342
11.262 17 IMU_MAG_RAW 300 -5 307
11.294 17 IMU_ACCEL_RAW -117 -212 -14
